Time;Energy (kWh);Energy night(kWh);Energy day (kWh);"Temperature"
 14.1.2020 11:00;1,818;;1,818;-0,1
 14.1.2020 12:00;1,046;;1,046;-0,3
 14.1.2020 13:00;0,775;;0,775;0,0
 14.1.2020 14:00;0,498;;0,498;0,3
 14.1.2020 15:00;1,233;;1,233;1,0
 14.1.2020 16:00;1,751;;1,751;1,3
 14.1.2020 17:00;1,817;;1,817;1,7
 14.1.2020 18:00;1,023;;1,023;0,8
 14.1.2020 19:00;1,150;;1,150;0,3
 14.1.2020 20:00;1,025;;1,025;0,5
 14.1.2020 21:00;1,604;;1,604;1,1
 14.1.2020 22:00;3,292;3,292;;1,5
 14.1.2020 23:00;4,779;4,779;;1,7
 15.1.2020 0:00;4,008;4,008;;1,5
 15.1.2020 1:00;1,685;1,685;;1,4
 15.1.2020 2:00;0,660;0,660;;1,4
 15.1.2020 3:00;1,064;1,064;;1,9
 15.1.2020 4:00;1,653;1,653;;2,6
 15.1.2020 5:00;2,119;2,119;;2,4
 15.1.2020 6:00;3,961;3,961;;2,2
 15.1.2020 7:00;0,801;;0,801;2,2
 15.1.2020 8:00;0,166;;0,166;2,2
 15.1.2020 9:00;0,973;;0,973;1,9
 15.1.2020 10:00;1,589;;1,589;2,0
 15.1.2020 11:00;1,567;;1,567;1,9
 15.1.2020 12:00;0,467;;0,467;1,7
 15.1.2020 13:00;0,119;;0,119;1,6
 15.1.2020 14:00;0,113;;0,113;1,7
 15.1.2020 15:00;0,834;;0,834;1,5
 15.1.2020 16:00;1,129;;1,129;1,0
 15.1.2020 17:00;2,234;;2,234;0,8
 15.1.2020 18:00;2,487;;2,487;0,6
 15.1.2020 19:00;2,305;;2,305;0,4
 15.1.2020 20:00;1,346;;1,346;0,8
 15.1.2020 21:00;2,229;;2,229;1,2
 15.1.2020 22:00;4,459;4,459;;1,3
 15.1.2020 23:00;4,872;4,872;;1,2
 16.1.2020 0:00;4,178;4,178;;1,0
 16.1.2020 1:00;3,973;3,973;;0,9
 16.1.2020 2:00;0,950;0,950;;0,8
 16.1.2020 3:00;1,307;1,307;;0,6
 16.1.2020 4:00;1,340;1,340;;0,4
 16.1.2020 5:00;2,240;2,240;;0,2
 16.1.2020 6:00;2,499;2,499;;0,1
 16.1.2020 7:00;2,008;;2,008;0,1
 16.1.2020 8:00;0,526;;0,526;0,1
 16.1.2020 9:00;1,566;;1,566;0,1
 16.1.2020 10:00;1,408;;1,408;-0,4
 16.1.2020 11:00;1,566;;1,566;-0,7
 16.1.2020 12:00;0,488;;0,488;-0,7
 16.1.2020 13:00;0,970;;0,970;-0,7
 16.1.2020 14:00;0,878;;0,878;-0,8
 16.1.2020 15:00;1,368;;1,368;-0,8
 16.1.2020 16:00;2,523;;2,523;-1,0
 16.1.2020 17:00;2,481;;2,481;-1,0
 16.1.2020 18:00;1,505;;1,505;-1,2
 16.1.2020 19:00;1,630;;1,630;-2,2
 16.1.2020 20:00;2,069;;2,069;-1,5
 16.1.2020 21:00;2,976;;2,976;-1,1
 16.1.2020 22:00;4,912;4,912;;-0,6
 16.1.2020 23:00;4,305;4,305;;-0,4
 17.1.2020 0:00;3,084;3,084;;0,0
 17.1.2020 1:00;0,878;0,878;;0,1
 17.1.2020 2:00;1,003;1,003;;0,2
 17.1.2020 3:00;1,013;1,013;;0,9
 17.1.2020 4:00;1,906;1,906;;1,5
 17.1.2020 5:00;2,561;2,561;;1,0
 17.1.2020 6:00;2,611;2,611;;0,7
 17.1.2020 7:00;2,611;;2,611;0,9
 17.1.2020 8:00;2,148;;2,148;0,7
 17.1.2020 9:00;1,860;;1,860;0,3
 17.1.2020 10:00;2,062;;2,062;0,6
 17.1.2020 11:00;2,984;;2,984;0,8
 17.1.2020 12:00;1,115;;1,115;1,2
 17.1.2020 13:00;1,384;;1,384;-1,3
 17.1.2020 14:00;1,410;;1,410;-2,4
 17.1.2020 15:00;3,106;;3,106;-2,6
 17.1.2020 16:00;3,467;;3,467;-3,8
 17.1.2020 17:00;2,372;;2,372;-4,3
 17.1.2020 18:00;1,656;;1,656;-4,0
 17.1.2020 19:00;1,539;;1,539;-3,5
 17.1.2020 20:00;2,062;;2,062;-3,0
 17.1.2020 21:00;1,946;;1,946;-2,3
 17.1.2020 22:00;2,340;2,340;;-1,2
 17.1.2020 23:00;5,093;5,093;;-0,2
 18.1.2020 0:00;3,306;3,306;;0,1
 18.1.2020 1:00;1,016;1,016;;0,1
 18.1.2020 2:00;1,034;1,034;;0,1
 18.1.2020 3:00;1,915;1,915;;0,2
 18.1.2020 4:00;1,900;1,900;;0,2
 18.1.2020 5:00;1,492;1,492;;0,2
 18.1.2020 6:00;0,934;0,934;;0,2
 18.1.2020 7:00;0,959;;0,959;0,4
 18.1.2020 8:00;1,422;;1,422;0,5
 18.1.2020 9:00;2,639;;2,639;0,6
 18.1.2020 10:00;3,827;;3,827;0,7
 18.1.2020 11:00;2,394;;2,394;0,9
 18.1.2020 12:00;1,613;;1,613;1,0
 18.1.2020 13:00;1,233;;1,233;1,1
 18.1.2020 14:00;2,012;;2,012;1,1
 18.1.2020 15:00;2,514;;2,514;1,2
 18.1.2020 16:00;2,187;;2,187;1,2
 18.1.2020 17:00;1,457;;1,457;1,4
 18.1.2020 18:00;2,667;;2,667;1,5
 18.1.2020 19:00;3,146;;3,146;1,6
 18.1.2020 20:00;1,934;;1,934;1,5
 18.1.2020 21:00;0,624;;0,624;1,0
 18.1.2020 22:00;1,276;1,276;;0,9
 18.1.2020 23:00;4,102;4,102;;0,8
 19.1.2020 0:00;4,243;4,243;;0,9
 19.1.2020 1:00;3,540;3,540;;0,9
 19.1.2020 2:00;0,745;0,745;;0,6
 19.1.2020 3:00;1,563;1,563;;0,2
 19.1.2020 4:00;1,390;1,390;;0,3
 19.1.2020 5:00;0,746;0,746;;0,2
 19.1.2020 6:00;0,483;0,483;;0,1
 19.1.2020 7:00;0,594;;0,594;0,1
 19.1.2020 8:00;1,606;;1,606;0,1
 19.1.2020 9:00;1,570;;1,570;0,1
 19.1.2020 10:00;1,519;;1,519;0,1
 19.1.2020 11:00;4,712;;4,712;0,2
 19.1.2020 12:00;3,294;;3,294;0,1
 19.1.2020 13:00;1,859;;1,859;0,0
 19.1.2020 14:00;1,165;;1,165;-0,3
 19.1.2020 15:00;2,259;;2,259;-0,6
 19.1.2020 16:00;3,590;;3,590;-0,9
 19.1.2020 17:00;2,991;;2,991;-1,3
 19.1.2020 18:00;2,816;;2,816;-1,7
 19.1.2020 19:00;2,170;;2,170;-2,1
 19.1.2020 20:00;1,716;;1,716;-2,1
 19.1.2020 21:00;2,309;;2,309;-2,3
 19.1.2020 22:00;5,296;5,296;;-2,6
 19.1.2020 23:00;4,842;4,842;;-3,0
 20.1.2020 0:00;4,151;4,151;;-2,9
 20.1.2020 1:00;4,273;4,273;;-2,8
 20.1.2020 2:00;1,667;1,667;;-2,8
 20.1.2020 3:00;2,195;2,195;;-3,0
 20.1.2020 4:00;2,603;2,603;;-2,7
 20.1.2020 5:00;1,478;1,478;;-2,5
 20.1.2020 6:00;3,404;3,404;;-2,0
 20.1.2020 7:00;1,714;;1,714;-1,5
 20.1.2020 8:00;1,756;;1,756;-1,1
 20.1.2020 9:00;2,301;;2,301;-0,8
 20.1.2020 10:00;3,628;;3,628;-0,3
 20.1.2020 11:00;2,741;;2,741;1,3
 20.1.2020 12:00;3,159;;3,159;1,9
 20.1.2020 13:00;2,528;;2,528;2,7
 20.1.2020 14:00;1,675;;1,675;3,0
 20.1.2020 15:00;1,947;;1,947;3,2
 20.1.2020 16:00;3,024;;3,024;3,3
 20.1.2020 17:00;1,308;;1,308;3,5
 20.1.2020 18:00;1,372;;1,372;3,5
 20.1.2020 19:00;1,563;;1,563;3,1
 20.1.2020 20:00;2,839;;2,839;3,3
 20.1.2020 21:00;2,824;;2,824;3,9
 20.1.2020 22:00;4,118;4,118;;4,0
 20.1.2020 23:00;3,891;3,891;;4,9
 21.1.2020 0:00;3,892;3,892;;5,3
 21.1.2020 1:00;3,642;3,642;;6,0
 21.1.2020 2:00;1,270;1,270;;5,9
 21.1.2020 3:00;1,646;1,646;;5,7
 21.1.2020 4:00;1,227;1,227;;5,1
 21.1.2020 5:00;1,498;1,498;;3,4
 21.1.2020 6:00;2,979;2,979;;3,4
 21.1.2020 7:00;2,270;;2,270;4,3
 21.1.2020 8:00;1,463;;1,463;3,6
 21.1.2020 9:00;1,768;;1,768;3,3
 21.1.2020 10:00;1,302;;1,302;3,0
 21.1.2020 11:00;1,922;;1,922;2,6
 21.1.2020 12:00;2,083;;2,083;2,2
 21.1.2020 13:00;2,107;;2,107;2,0
 21.1.2020 14:00;4,328;;4,328;1,3
 21.1.2020 15:00;4,054;;4,054;1,6
 21.1.2020 16:00;2,612;;2,612;1,1
 21.1.2020 17:00;2,022;;2,022;1,2
 21.1.2020 18:00;2,041;;2,041;0,7
 21.1.2020 19:00;1,567;;1,567;0,9
 21.1.2020 20:00;2,105;;2,105;1,2
 21.1.2020 21:00;2,190;;2,190;0,8
 21.1.2020 22:00;2,902;2,902;;0,5
 21.1.2020 23:00;4,531;4,531;;0,2
 22.1.2020 0:00;4,300;4,300;;-0,4
 22.1.2020 1:00;4,249;4,249;;-0,4
 22.1.2020 2:00;4,475;4,475;;-0,4
 22.1.2020 3:00;2,656;2,656;;-0,7
 22.1.2020 4:00;2,144;2,144;;-1,1
 22.1.2020 5:00;2,765;2,765;;-1,2
 22.1.2020 6:00;5,555;5,555;;-1,8
 22.1.2020 7:00;1,810;;1,810;-2,7
 22.1.2020 8:00;1,902;;1,902;-2,8
 22.1.2020 9:00;2,571;;2,571;-3,4
 22.1.2020 10:00;3,499;;3,499;-3,5
 22.1.2020 11:00;3,060;;3,060;-3,3
 22.1.2020 12:00;2,066;;2,066;-2,9
 22.1.2020 13:00;2,014;;2,014;-2,3
 22.1.2020 14:00;3,781;;3,781;-1,9
 22.1.2020 15:00;4,716;;4,716;-2,1
 22.1.2020 16:00;3,833;;3,833;-3,2
 22.1.2020 17:00;2,683;;2,683;-3,3
 22.1.2020 18:00;2,802;;2,802;-2,9
 22.1.2020 19:00;3,432;;3,432;-2,7
 22.1.2020 20:00;2,345;;2,345;-2,3
 22.1.2020 21:00;1,543;;1,543;-1,8
 22.1.2020 22:00;3,397;3,397;;-1,8
 22.1.2020 23:00;3,883;3,883;;-2,3
 23.1.2020 0:00;3,914;3,914;;-1,9
 23.1.2020 1:00;3,824;3,824;;-2,2
 23.1.2020 2:00;1,497;1,497;;-1,8
 23.1.2020 3:00;0,686;0,686;;-2,1
 23.1.2020 4:00;1,073;1,073;;-2,9
 23.1.2020 5:00;1,962;1,962;;-4,3
 23.1.2020 6:00;2,702;2,702;;-5,0
 23.1.2020 7:00;2,620;;2,620;-7,6
 23.1.2020 8:00;2,243;;2,243;-8,0
 23.1.2020 9:00;1,415;;1,415;-8,2
 23.1.2020 10:00;1,051;;1,051;-6,9
 23.1.2020 11:00;0,671;;0,671;-6,2
 23.1.2020 12:00;1,369;;1,369;-5,1
 23.1.2020 13:00;2,004;;2,004;-4,5
 23.1.2020 14:00;1,778;;1,778;-3,8
 23.1.2020 15:00;1,239;;1,239;-2,9
 23.1.2020 16:00;1,298;;1,298;-2,8
 23.1.2020 17:00;1,303;;1,303;-2,5
 23.1.2020 18:00;3,047;;3,047;-2,1
