Time,Price (cent/kWh)
03-01-2021 18:00:00,3.493
03-01-2021 19:00:00,3.462
03-01-2021 20:00:00,3.417
03-01-2021 21:00:00,3.487
03-01-2021 22:00:00,3.246
03-01-2021 23:00:00,3.09
04-01-2021 00:00:00,3.058
04-01-2021 01:00:00,2.982
04-01-2021 02:00:00,2.961
04-01-2021 03:00:00,2.98
04-01-2021 04:00:00,3.048
04-01-2021 05:00:00,3.204
04-01-2021 06:00:00,3.498
04-01-2021 07:00:00,6.17
04-01-2021 08:00:00,6.748
04-01-2021 09:00:00,6.289
04-01-2021 10:00:00,6.87
04-01-2021 11:00:00,7.01
04-01-2021 12:00:00,6.457
04-01-2021 13:00:00,7.01
04-01-2021 14:00:00,7.191
04-01-2021 15:00:00,7.196
04-01-2021 16:00:00,7.502
04-01-2021 17:00:00,8.087
04-01-2021 18:00:00,7.446
04-01-2021 19:00:00,6.663
04-01-2021 20:00:00,4.672
04-01-2021 21:00:00,4.773
04-01-2021 22:00:00,3.838
04-01-2021 23:00:00,3.391
05-01-2021 00:00:00,3.448
05-01-2021 01:00:00,3.404
05-01-2021 02:00:00,3.358
05-01-2021 03:00:00,3.365
05-01-2021 04:00:00,3.446
05-01-2021 05:00:00,3.696
05-01-2021 06:00:00,4.437
05-01-2021 07:00:00,6.651
05-01-2021 08:00:00,7.44
05-01-2021 09:00:00,7.455
05-01-2021 10:00:00,7.586
05-01-2021 11:00:00,7.745
05-01-2021 12:00:00,7.624
05-01-2021 13:00:00,7.724
05-01-2021 14:00:00,7.693
05-01-2021 15:00:00,7.751
05-01-2021 16:00:00,7.968
05-01-2021 17:00:00,8.134
05-01-2021 18:00:00,7.456
05-01-2021 19:00:00,6.778
05-01-2021 20:00:00,5.057
05-01-2021 21:00:00,4.91
05-01-2021 22:00:00,3.975
05-01-2021 23:00:00,3.622
06-01-2021 00:00:00,3.699
06-01-2021 01:00:00,3.561
06-01-2021 02:00:00,3.486
06-01-2021 03:00:00,3.47
06-01-2021 04:00:00,3.492
06-01-2021 05:00:00,3.596
06-01-2021 06:00:00,3.809
06-01-2021 07:00:00,4.407
06-01-2021 08:00:00,4.858
06-01-2021 09:00:00,5.193
06-01-2021 10:00:00,5.713
06-01-2021 11:00:00,5.613
06-01-2021 12:00:00,5.73
06-01-2021 13:00:00,5.871
06-01-2021 14:00:00,6.362
06-01-2021 15:00:00,6.808
06-01-2021 16:00:00,7.242
06-01-2021 17:00:00,7.431
06-01-2021 18:00:00,6.903
06-01-2021 19:00:00,6.231
06-01-2021 20:00:00,4.94
06-01-2021 21:00:00,4.951
06-01-2021 22:00:00,4.799
06-01-2021 23:00:00,4.03
07-01-2021 00:00:00,5.342
07-01-2021 01:00:00,5.072
07-01-2021 02:00:00,4.86
07-01-2021 03:00:00,4.933
07-01-2021 04:00:00,5.119
07-01-2021 05:00:00,5.647
07-01-2021 06:00:00,6.94
07-01-2021 07:00:00,8.407
07-01-2021 08:00:00,10.469
07-01-2021 09:00:00,10.399
07-01-2021 10:00:00,10.223
07-01-2021 11:00:00,10.663
07-01-2021 12:00:00,10.504
07-01-2021 13:00:00,10.204
07-01-2021 14:00:00,9.749
07-01-2021 15:00:00,10.115
07-01-2021 16:00:00,11.12
07-01-2021 17:00:00,12.389
07-01-2021 18:00:00,10.493
07-01-2021 19:00:00,9.646
07-01-2021 20:00:00,8.085
07-01-2021 21:00:00,7.357
07-01-2021 22:00:00,7.224
07-01-2021 23:00:00,6.323
08-01-2021 00:00:00,6.114
08-01-2021 01:00:00,5.875
08-01-2021 02:00:00,5.677
08-01-2021 03:00:00,5.519
08-01-2021 04:00:00,5.666
08-01-2021 05:00:00,6.241
08-01-2021 06:00:00,7.404
08-01-2021 07:00:00,9.865
08-01-2021 08:00:00,12.839
08-01-2021 09:00:00,13.367
08-01-2021 10:00:00,13.308
08-01-2021 11:00:00,12.928
08-01-2021 12:00:00,12.389
08-01-2021 13:00:00,11.813
08-01-2021 14:00:00,11.497
08-01-2021 15:00:00,11.832
08-01-2021 16:00:00,11.78
08-01-2021 17:00:00,13.64
08-01-2021 18:00:00,12.394
08-01-2021 19:00:00,9.935
08-01-2021 20:00:00,7.624
08-01-2021 21:00:00,7.369
08-01-2021 22:00:00,6.971
08-01-2021 23:00:00,6.26
09-01-2021 00:00:00,5.9
09-01-2021 01:00:00,5.833
09-01-2021 02:00:00,5.764
09-01-2021 03:00:00,5.911
09-01-2021 04:00:00,5.957
09-01-2021 05:00:00,5.923
09-01-2021 06:00:00,5.984
09-01-2021 07:00:00,6.468
09-01-2021 08:00:00,7.206
09-01-2021 09:00:00,8.02
09-01-2021 10:00:00,8.136
09-01-2021 11:00:00,8.17
09-01-2021 12:00:00,8.056
09-01-2021 13:00:00,7.508
09-01-2021 14:00:00,7.209
09-01-2021 15:00:00,7.44
09-01-2021 16:00:00,7.785
09-01-2021 17:00:00,8.67
09-01-2021 18:00:00,8.642
09-01-2021 19:00:00,8.155
09-01-2021 20:00:00,6.191
09-01-2021 21:00:00,5.946
09-01-2021 22:00:00,5.39
09-01-2021 23:00:00,4.543
10-01-2021 00:00:00,4.816
10-01-2021 01:00:00,4.46
10-01-2021 02:00:00,4.259
10-01-2021 03:00:00,4.2
10-01-2021 04:00:00,4.196
10-01-2021 05:00:00,4.242
10-01-2021 06:00:00,4.22
10-01-2021 07:00:00,4.664
10-01-2021 08:00:00,4.847
10-01-2021 09:00:00,5.054
10-01-2021 10:00:00,5.476
10-01-2021 11:00:00,5.622
10-01-2021 12:00:00,5.55
10-01-2021 13:00:00,5.498
10-01-2021 14:00:00,5.636
10-01-2021 15:00:00,5.787
10-01-2021 16:00:00,6.289
10-01-2021 17:00:00,6.814
10-01-2021 18:00:00,6.614
10-01-2021 19:00:00,6.124
10-01-2021 20:00:00,5.757
10-01-2021 21:00:00,5.517
10-01-2021 22:00:00,4.969
10-01-2021 23:00:00,4.449
11-01-2021 00:00:00,5.034
11-01-2021 01:00:00,4.909
11-01-2021 02:00:00,4.685
11-01-2021 03:00:00,4.393
11-01-2021 04:00:00,4.624
11-01-2021 05:00:00,5.135
11-01-2021 06:00:00,5.305
11-01-2021 07:00:00,6.52
11-01-2021 08:00:00,7.099
11-01-2021 09:00:00,6.256
11-01-2021 10:00:00,6.251
11-01-2021 11:00:00,6.226
11-01-2021 12:00:00,5.715
11-01-2021 13:00:00,5.587
11-01-2021 14:00:00,6.046
11-01-2021 15:00:00,6.231
11-01-2021 16:00:00,5.367
11-01-2021 17:00:00,5.578
11-01-2021 18:00:00,5.323
11-01-2021 19:00:00,4.924
11-01-2021 20:00:00,4.602
11-01-2021 21:00:00,4.246
11-01-2021 22:00:00,4.118
11-01-2021 23:00:00,3.396
12-01-2021 00:00:00,2.409
12-01-2021 01:00:00,1.962
12-01-2021 02:00:00,2.356
12-01-2021 03:00:00,2.993
12-01-2021 04:00:00,3.348
12-01-2021 05:00:00,4.344
12-01-2021 06:00:00,4.977
12-01-2021 07:00:00,6.759
12-01-2021 08:00:00,7.519
12-01-2021 09:00:00,6.815
12-01-2021 10:00:00,7.006
12-01-2021 11:00:00,6.862
12-01-2021 12:00:00,6.212
12-01-2021 13:00:00,5.958
12-01-2021 14:00:00,5.957
12-01-2021 15:00:00,6.449
12-01-2021 16:00:00,7.571
12-01-2021 17:00:00,7.951
12-01-2021 18:00:00,7.49
12-01-2021 19:00:00,6.256
12-01-2021 20:00:00,5.182
12-01-2021 21:00:00,5.048
12-01-2021 22:00:00,4.681
12-01-2021 23:00:00,4.293
13-01-2021 00:00:00,4.096
13-01-2021 01:00:00,4.021
13-01-2021 02:00:00,3.916
13-01-2021 03:00:00,3.824
13-01-2021 04:00:00,3.928
13-01-2021 05:00:00,4.564
13-01-2021 06:00:00,5.192
13-01-2021 07:00:00,6.235
13-01-2021 08:00:00,6.961
13-01-2021 09:00:00,6.454
13-01-2021 10:00:00,7.785
13-01-2021 11:00:00,7.951
13-01-2021 12:00:00,7.688
13-01-2021 13:00:00,7.948
13-01-2021 14:00:00,7.795
13-01-2021 15:00:00,8.03
13-01-2021 16:00:00,8.49
13-01-2021 17:00:00,8.389
13-01-2021 18:00:00,8.604
13-01-2021 19:00:00,7.182
13-01-2021 20:00:00,6.231
13-01-2021 21:00:00,6.258
13-01-2021 22:00:00,5.747
13-01-2021 23:00:00,4.716
14-01-2021 00:00:00,5.476
14-01-2021 01:00:00,5.477
14-01-2021 02:00:00,4.586
14-01-2021 03:00:00,4.891
14-01-2021 04:00:00,5.688
14-01-2021 05:00:00,9.925
14-01-2021 06:00:00,10.213
14-01-2021 07:00:00,15.082
14-01-2021 08:00:00,11.284
14-01-2021 09:00:00,11.069
14-01-2021 10:00:00,11.114
14-01-2021 11:00:00,11.29
14-01-2021 12:00:00,11.025
14-01-2021 13:00:00,11.066
14-01-2021 14:00:00,10.669
14-01-2021 15:00:00,12.285
14-01-2021 16:00:00,12.393
14-01-2021 17:00:00,12.789
14-01-2021 18:00:00,11.455
14-01-2021 19:00:00,10.875
14-01-2021 20:00:00,9.248
14-01-2021 21:00:00,7.78
14-01-2021 22:00:00,7.689
14-01-2021 23:00:00,6.894
15-01-2021 00:00:00,6.074
15-01-2021 01:00:00,5.889
15-01-2021 02:00:00,5.731
15-01-2021 03:00:00,5.617
15-01-2021 04:00:00,5.809
15-01-2021 05:00:00,13.63
15-01-2021 06:00:00,13.629
15-01-2021 07:00:00,9.925
15-01-2021 08:00:00,11.983
15-01-2021 09:00:00,12.42
15-01-2021 10:00:00,12.393
15-01-2021 11:00:00,11.05
15-01-2021 12:00:00,10.069
15-01-2021 13:00:00,9.736
15-01-2021 14:00:00,9.801
15-01-2021 15:00:00,9.78
15-01-2021 16:00:00,10.418
15-01-2021 17:00:00,12.338
15-01-2021 18:00:00,12.154
15-01-2021 19:00:00,11.781
15-01-2021 20:00:00,9.573
15-01-2021 21:00:00,8.33
15-01-2021 22:00:00,7.765
15-01-2021 23:00:00,6.659
16-01-2021 00:00:00,6.583
16-01-2021 01:00:00,6.405
16-01-2021 02:00:00,6.185
16-01-2021 03:00:00,6.008
16-01-2021 04:00:00,5.963
16-01-2021 05:00:00,5.871
16-01-2021 06:00:00,5.952
16-01-2021 07:00:00,6.377
16-01-2021 08:00:00,9.751
16-01-2021 09:00:00,9.91
16-01-2021 10:00:00,9.516
16-01-2021 11:00:00,9.097
16-01-2021 12:00:00,9.1
16-01-2021 13:00:00,10.567
16-01-2021 14:00:00,6.446
16-01-2021 15:00:00,9.09
16-01-2021 16:00:00,10.074
16-01-2021 17:00:00,9.91
16-01-2021 18:00:00,9.102
16-01-2021 19:00:00,7.906
16-01-2021 20:00:00,7.126
16-01-2021 21:00:00,6.57
16-01-2021 22:00:00,6.438
16-01-2021 23:00:00,5.973
17-01-2021 00:00:00,5.765
17-01-2021 01:00:00,5.558
17-01-2021 02:00:00,5.579
17-01-2021 03:00:00,5.578
17-01-2021 04:00:00,5.503
17-01-2021 05:00:00,5.497
17-01-2021 06:00:00,5.622
17-01-2021 07:00:00,5.766
17-01-2021 08:00:00,5.88
17-01-2021 09:00:00,6.34
17-01-2021 10:00:00,6.789
17-01-2021 11:00:00,7.202
17-01-2021 12:00:00,6.768
17-01-2021 13:00:00,6.55
17-01-2021 14:00:00,6.194
17-01-2021 15:00:00,7.063
17-01-2021 16:00:00,7.514
17-01-2021 17:00:00,8.314
17-01-2021 18:00:00,8.928
17-01-2021 19:00:00,8.405
17-01-2021 20:00:00,7.744
17-01-2021 21:00:00,6.889
17-01-2021 22:00:00,6.464
17-01-2021 23:00:00,5.816
18-01-2021 00:00:00,5.437
18-01-2021 01:00:00,5.502
18-01-2021 02:00:00,5.472
18-01-2021 03:00:00,5.514
18-01-2021 04:00:00,5.559
18-01-2021 05:00:00,7.307
18-01-2021 06:00:00,9.082
18-01-2021 07:00:00,9.395
18-01-2021 08:00:00,9.786
18-01-2021 09:00:00,9.381
18-01-2021 10:00:00,8.985
18-01-2021 11:00:00,8.743
18-01-2021 12:00:00,8.727
18-01-2021 13:00:00,8.828
18-01-2021 14:00:00,8.713
18-01-2021 15:00:00,8.955
18-01-2021 16:00:00,9.296
18-01-2021 17:00:00,9.547
18-01-2021 18:00:00,8.992
18-01-2021 19:00:00,7.842
18-01-2021 20:00:00,6.309
18-01-2021 21:00:00,6.444
18-01-2021 22:00:00,5.818
18-01-2021 23:00:00,4.691
19-01-2021 00:00:00,4.557
19-01-2021 01:00:00,4.457
19-01-2021 02:00:00,4.308
19-01-2021 03:00:00,4.459
19-01-2021 04:00:00,4.551
19-01-2021 05:00:00,6.832
19-01-2021 06:00:00,9.212
19-01-2021 07:00:00,10.533
19-01-2021 08:00:00,9.823
19-01-2021 09:00:00,9.212
19-01-2021 10:00:00,9.207
19-01-2021 11:00:00,9.006
19-01-2021 12:00:00,8.866
19-01-2021 13:00:00,8.866
19-01-2021 14:00:00,9.212
19-01-2021 15:00:00,10.076
19-01-2021 16:00:00,10.076
19-01-2021 17:00:00,9.201
19-01-2021 18:00:00,9.205
19-01-2021 19:00:00,6.53
19-01-2021 20:00:00,5.135
19-01-2021 21:00:00,5.998
19-01-2021 22:00:00,4.546
19-01-2021 23:00:00,3.873
20-01-2021 00:00:00,3.761
20-01-2021 01:00:00,3.522
20-01-2021 02:00:00,3.381
20-01-2021 03:00:00,3.319
20-01-2021 04:00:00,3.577
20-01-2021 05:00:00,4.273
20-01-2021 06:00:00,6.779
20-01-2021 07:00:00,7.79
20-01-2021 08:00:00,9.12
20-01-2021 09:00:00,9.103
20-01-2021 10:00:00,10.075
20-01-2021 11:00:00,10.073
20-01-2021 12:00:00,9.61
20-01-2021 13:00:00,9.102
20-01-2021 14:00:00,9.608
20-01-2021 15:00:00,10.076
20-01-2021 16:00:00,10.081
20-01-2021 17:00:00,10.079
20-01-2021 18:00:00,9.083
20-01-2021 19:00:00,6.207
20-01-2021 20:00:00,4.426
20-01-2021 21:00:00,3.992
20-01-2021 22:00:00,3.657
20-01-2021 23:00:00,3.137
21-01-2021 00:00:00,3.081
21-01-2021 01:00:00,2.665
21-01-2021 02:00:00,2.585
21-01-2021 03:00:00,2.476
21-01-2021 04:00:00,2.667
21-01-2021 05:00:00,3.936
21-01-2021 06:00:00,6.07
21-01-2021 07:00:00,6.064
21-01-2021 08:00:00,5.458
21-01-2021 09:00:00,5.528
21-01-2021 10:00:00,5.958
21-01-2021 11:00:00,6.075
21-01-2021 12:00:00,5.92
21-01-2021 13:00:00,5.91
21-01-2021 14:00:00,5.921
21-01-2021 15:00:00,6.159
21-01-2021 16:00:00,6.201
21-01-2021 17:00:00,6.098
21-01-2021 18:00:00,6.101
21-01-2021 19:00:00,4.428
21-01-2021 20:00:00,3.969
21-01-2021 21:00:00,3.73
21-01-2021 22:00:00,3.401
21-01-2021 23:00:00,2.987
22-01-2021 00:00:00,1.544
22-01-2021 01:00:00,1.726
22-01-2021 02:00:00,1.374
22-01-2021 03:00:00,1.463
22-01-2021 04:00:00,2.416
22-01-2021 05:00:00,3.339
22-01-2021 06:00:00,3.9
22-01-2021 07:00:00,4.558
22-01-2021 08:00:00,5.147
22-01-2021 09:00:00,4.913
22-01-2021 10:00:00,4.789
22-01-2021 11:00:00,4.645
22-01-2021 12:00:00,4.512
22-01-2021 13:00:00,4.443
22-01-2021 14:00:00,4.373
22-01-2021 15:00:00,4.362
22-01-2021 16:00:00,4.428
22-01-2021 17:00:00,4.491
22-01-2021 18:00:00,4.398
22-01-2021 19:00:00,4.135
22-01-2021 20:00:00,3.637
22-01-2021 21:00:00,3.451
22-01-2021 22:00:00,3.319
22-01-2021 23:00:00,3.15
23-01-2021 00:00:00,3.205
23-01-2021 01:00:00,3.096
23-01-2021 02:00:00,3.093
23-01-2021 03:00:00,3.225
23-01-2021 04:00:00,3.373
23-01-2021 05:00:00,3.766
23-01-2021 06:00:00,3.828
23-01-2021 07:00:00,4.195
23-01-2021 08:00:00,4.402
23-01-2021 09:00:00,4.489
23-01-2021 10:00:00,4.629
23-01-2021 11:00:00,4.681
23-01-2021 12:00:00,4.698
23-01-2021 13:00:00,4.71
23-01-2021 14:00:00,4.738
23-01-2021 15:00:00,4.919
23-01-2021 16:00:00,7.005
23-01-2021 17:00:00,7.636
23-01-2021 18:00:00,7.816
23-01-2021 19:00:00,7.15
23-01-2021 20:00:00,5.085
23-01-2021 21:00:00,4.841
23-01-2021 22:00:00,4.635
23-01-2021 23:00:00,4.524
24-01-2021 00:00:00,4.696
24-01-2021 01:00:00,4.701
24-01-2021 02:00:00,4.69
24-01-2021 03:00:00,4.697
24-01-2021 04:00:00,4.727
24-01-2021 05:00:00,4.804
24-01-2021 06:00:00,4.879
24-01-2021 07:00:00,5.042
24-01-2021 08:00:00,5.524
24-01-2021 09:00:00,6.075
24-01-2021 10:00:00,6.379
24-01-2021 11:00:00,6.738
24-01-2021 12:00:00,6.431
24-01-2021 13:00:00,5.703
24-01-2021 14:00:00,5.498
24-01-2021 15:00:00,5.695
24-01-2021 16:00:00,6.448
24-01-2021 17:00:00,7.686
24-01-2021 18:00:00,8.06
24-01-2021 19:00:00,7.801
24-01-2021 20:00:00,7.353
24-01-2021 21:00:00,6.808
24-01-2021 22:00:00,6.436
24-01-2021 23:00:00,5.463
25-01-2021 00:00:00,5.642
25-01-2021 01:00:00,5.178
25-01-2021 02:00:00,5.111
25-01-2021 03:00:00,5.029
25-01-2021 04:00:00,5.129
25-01-2021 05:00:00,5.662
25-01-2021 06:00:00,7.919
25-01-2021 07:00:00,8.68
25-01-2021 08:00:00,9.377
25-01-2021 09:00:00,9.879
25-01-2021 10:00:00,9.294
25-01-2021 11:00:00,8.953
25-01-2021 12:00:00,8.558
25-01-2021 13:00:00,8.308
25-01-2021 14:00:00,8.173
25-01-2021 15:00:00,8.185
25-01-2021 16:00:00,8.351
25-01-2021 17:00:00,9.109
25-01-2021 18:00:00,8.866
25-01-2021 19:00:00,8.069
25-01-2021 20:00:00,7.752
25-01-2021 21:00:00,6.852
25-01-2021 22:00:00,6.215
25-01-2021 23:00:00,5.027
26-01-2021 00:00:00,5.28
26-01-2021 01:00:00,5.248
26-01-2021 02:00:00,5.233
26-01-2021 03:00:00,5.181
26-01-2021 04:00:00,5.465
26-01-2021 05:00:00,6.175
26-01-2021 06:00:00,8.325
26-01-2021 07:00:00,8.773
26-01-2021 08:00:00,9.17
26-01-2021 09:00:00,8.895
26-01-2021 10:00:00,9.165
26-01-2021 11:00:00,8.928
26-01-2021 12:00:00,8.68
26-01-2021 13:00:00,8.173
26-01-2021 14:00:00,8.225
26-01-2021 15:00:00,8.451
26-01-2021 16:00:00,8.525
26-01-2021 17:00:00,9.143
26-01-2021 18:00:00,8.725
26-01-2021 19:00:00,7.831
26-01-2021 20:00:00,7.501
26-01-2021 21:00:00,6.811
26-01-2021 22:00:00,6.33
26-01-2021 23:00:00,5.584
27-01-2021 00:00:00,5.667
27-01-2021 01:00:00,5.461
27-01-2021 02:00:00,5.284
27-01-2021 03:00:00,5.156
27-01-2021 04:00:00,5.233
27-01-2021 05:00:00,5.58
27-01-2021 06:00:00,6.443
27-01-2021 07:00:00,7.693
27-01-2021 08:00:00,8.282
27-01-2021 09:00:00,8.199
27-01-2021 10:00:00,8.118
27-01-2021 11:00:00,8.177
27-01-2021 12:00:00,8.157
27-01-2021 13:00:00,8.127
27-01-2021 14:00:00,8.164
27-01-2021 15:00:00,8.204
27-01-2021 16:00:00,8.2
27-01-2021 17:00:00,8.661
27-01-2021 18:00:00,8.74
27-01-2021 19:00:00,7.935
27-01-2021 20:00:00,7.395
27-01-2021 21:00:00,6.913
27-01-2021 22:00:00,6.584
27-01-2021 23:00:00,6
28-01-2021 00:00:00,5.812
28-01-2021 01:00:00,5.571
28-01-2021 02:00:00,5.435
28-01-2021 03:00:00,5.258
28-01-2021 04:00:00,5.411
28-01-2021 05:00:00,6.441
28-01-2021 06:00:00,8.051
28-01-2021 07:00:00,8.461
28-01-2021 08:00:00,8.992
28-01-2021 09:00:00,8.535
28-01-2021 10:00:00,8.394
28-01-2021 11:00:00,8.363
28-01-2021 12:00:00,7.788
28-01-2021 13:00:00,7.633
28-01-2021 14:00:00,7.571
28-01-2021 15:00:00,7.38
28-01-2021 16:00:00,8.457
28-01-2021 17:00:00,9.929
28-01-2021 18:00:00,8.651
28-01-2021 19:00:00,7.585
28-01-2021 20:00:00,6.903
28-01-2021 21:00:00,6.609
28-01-2021 22:00:00,6.326
28-01-2021 23:00:00,5.643
29-01-2021 00:00:00,5.296
29-01-2021 01:00:00,5.064
29-01-2021 02:00:00,4.882
29-01-2021 03:00:00,4.809
29-01-2021 04:00:00,4.883
29-01-2021 05:00:00,5.383
29-01-2021 06:00:00,7.279
29-01-2021 07:00:00,8.071
29-01-2021 08:00:00,9.1
29-01-2021 09:00:00,9.087
29-01-2021 10:00:00,8.526
29-01-2021 11:00:00,7.879
29-01-2021 12:00:00,7.774
29-01-2021 13:00:00,7.75
29-01-2021 14:00:00,6.819
29-01-2021 15:00:00,7.366
29-01-2021 16:00:00,7.919
29-01-2021 17:00:00,8.24
29-01-2021 18:00:00,7.891
29-01-2021 19:00:00,7.363
29-01-2021 20:00:00,6.738
29-01-2021 21:00:00,6.204
29-01-2021 22:00:00,5.692
29-01-2021 23:00:00,5.306
30-01-2021 00:00:00,5.249
30-01-2021 01:00:00,5.008
30-01-2021 02:00:00,4.842
30-01-2021 03:00:00,4.707
30-01-2021 04:00:00,4.722
30-01-2021 05:00:00,4.887
30-01-2021 06:00:00,5.153
30-01-2021 07:00:00,5.375
30-01-2021 08:00:00,5.984
30-01-2021 09:00:00,7.159
30-01-2021 10:00:00,7.168
30-01-2021 11:00:00,7.165
30-01-2021 12:00:00,6.836
30-01-2021 13:00:00,6.274
30-01-2021 14:00:00,5.951
30-01-2021 15:00:00,5.958
30-01-2021 16:00:00,7.016
30-01-2021 17:00:00,7.512
30-01-2021 18:00:00,7.645
30-01-2021 19:00:00,7.393
30-01-2021 20:00:00,6.545
30-01-2021 21:00:00,5.823
30-01-2021 22:00:00,5.826
30-01-2021 23:00:00,5.245
31-01-2021 00:00:00,5.218
31-01-2021 01:00:00,5.082
31-01-2021 02:00:00,5.023
31-01-2021 03:00:00,4.898
31-01-2021 04:00:00,4.904
31-01-2021 05:00:00,5.037
31-01-2021 06:00:00,5.062
31-01-2021 07:00:00,5.12
31-01-2021 08:00:00,5.561
31-01-2021 09:00:00,6.095
31-01-2021 10:00:00,6.291
31-01-2021 11:00:00,6.341
31-01-2021 12:00:00,6.246
31-01-2021 13:00:00,5.757
31-01-2021 14:00:00,5.698
31-01-2021 15:00:00,5.942
31-01-2021 16:00:00,6.562
31-01-2021 17:00:00,7.993
31-01-2021 18:00:00,7.921
31-01-2021 19:00:00,7.731
31-01-2021 20:00:00,7.191
31-01-2021 21:00:00,6.366
31-01-2021 22:00:00,6.111
31-01-2021 23:00:00,5.625
01-02-2021 00:00:00,5.276
01-02-2021 01:00:00,5.082
01-02-2021 02:00:00,5.077
01-02-2021 03:00:00,4.962
01-02-2021 04:00:00,5.054
01-02-2021 05:00:00,7.209
01-02-2021 06:00:00,8.055
01-02-2021 07:00:00,18.594
01-02-2021 08:00:00,24.793
01-02-2021 09:00:00,20.558
01-02-2021 10:00:00,15.567
01-02-2021 11:00:00,8.33
01-02-2021 12:00:00,8.189
01-02-2021 13:00:00,8.227
01-02-2021 14:00:00,9.728
01-02-2021 15:00:00,10.674
01-02-2021 16:00:00,17.362
01-02-2021 17:00:00,24.793
01-02-2021 18:00:00,14.76
01-02-2021 19:00:00,8.738
01-02-2021 20:00:00,7.724
01-02-2021 21:00:00,6.989
01-02-2021 22:00:00,6.851
01-02-2021 23:00:00,6.126
02-02-2021 00:00:00,5.72
02-02-2021 01:00:00,5.586
02-02-2021 02:00:00,5.405
02-02-2021 03:00:00,5.263
02-02-2021 04:00:00,5.454
02-02-2021 05:00:00,6.981
02-02-2021 06:00:00,8.053
02-02-2021 07:00:00,14.446
02-02-2021 08:00:00,18.879
02-02-2021 09:00:00,14.809
02-02-2021 10:00:00,12.41
02-02-2021 11:00:00,8.279
02-02-2021 12:00:00,7.935
02-02-2021 13:00:00,7.76
02-02-2021 14:00:00,7.989
02-02-2021 15:00:00,8.029
02-02-2021 16:00:00,9.789
02-02-2021 17:00:00,11.071
02-02-2021 18:00:00,8.185
02-02-2021 19:00:00,7.454
02-02-2021 20:00:00,6.348
02-02-2021 21:00:00,6.031
02-02-2021 22:00:00,5.771
02-02-2021 23:00:00,5.206
03-02-2021 00:00:00,4.798
03-02-2021 01:00:00,4.654
03-02-2021 02:00:00,4.555
03-02-2021 03:00:00,4.577
03-02-2021 04:00:00,4.798
03-02-2021 05:00:00,5.843
03-02-2021 06:00:00,7.431
03-02-2021 07:00:00,8.52
03-02-2021 08:00:00,10.52
03-02-2021 09:00:00,9.172
03-02-2021 10:00:00,10.525
03-02-2021 11:00:00,7.633
03-02-2021 12:00:00,7.426
03-02-2021 13:00:00,7.306
03-02-2021 14:00:00,7.433
03-02-2021 15:00:00,7.418
03-02-2021 16:00:00,7.472
03-02-2021 17:00:00,8.541
03-02-2021 18:00:00,8.498
03-02-2021 19:00:00,6.307
03-02-2021 20:00:00,5.42
03-02-2021 21:00:00,5.182
03-02-2021 22:00:00,4.979
03-02-2021 23:00:00,4.579
04-02-2021 00:00:00,4.334
04-02-2021 01:00:00,4.273
04-02-2021 02:00:00,4.209
04-02-2021 03:00:00,4.285
04-02-2021 04:00:00,4.584
04-02-2021 05:00:00,5.798
